NaturalLanguageID 	ProgrammingLanguageName	RepoID	SourceID 	CommentID	Comment	
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/NodeDefinition.php	symfony/src/Symfony/Component/Config/Definition/Builder/NodeDefinition.php/81	"
      Sets an attribute on the node.
     
      @param mixed $value
     
      @return $this
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/NodeParentInterface.php	symfony/src/Symfony/Component/Config/Definition/Builder/NodeParentInterface.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/NormalizationBuilder.php	symfony/src/Symfony/Component/Config/Definition/Builder/NormalizationBuilder.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/NormalizationBuilder.php	symfony/src/Symfony/Component/Config/Definition/Builder/NormalizationBuilder.php/30	"
      Registers a key to remap to its plural form.
     
      @param string      $key    The key to remap
      @param string|null $plural The plural of the key in case of irregular plural
     
      @return $this
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/NumericNodeDefinition.php	symfony/src/Symfony/Component/Config/Definition/Builder/NumericNodeDefinition.php/26	"
      Ensures that the value is smaller than the given reference.
     
      @param mixed $max
     
      @return $this
     
      @throws \InvalidArgumentException when the constraint is inconsistent
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/NumericNodeDefinition.php	symfony/src/Symfony/Component/Config/Definition/Builder/NumericNodeDefinition.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/NumericNodeDefinition.php	symfony/src/Symfony/Component/Config/Definition/Builder/NumericNodeDefinition.php/45	"
      Ensures that the value is bigger than the given reference.
     
      @param mixed $min
     
      @return $this
     
      @throws \InvalidArgumentException when the constraint is inconsistent
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/ParentNodeDefinitionInterface.php	symfony/src/Symfony/Component/Config/Definition/Builder/ParentNodeDefinitionInterface.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/ScalarNodeDefinition.php	symfony/src/Symfony/Component/Config/Definition/Builder/ScalarNodeDefinition.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/TreeBuilder.php	symfony/src/Symfony/Component/Config/Definition/Builder/TreeBuilder.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/TreeBuilder.php	symfony/src/Symfony/Component/Config/Definition/Builder/TreeBuilder.php/32	"
      @return NodeDefinition|ArrayNodeDefinition The root node (as an ArrayNodeDefinition when the type is 'array')
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/TreeBuilder.php	symfony/src/Symfony/Component/Config/Definition/Builder/TreeBuilder.php/40	"
      Builds the tree.
     
      @return NodeInterface
     
      @throws \RuntimeException
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/ValidationBuilder.php	symfony/src/Symfony/Component/Config/Definition/Builder/ValidationBuilder.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/VariableNodeDefinition.php	symfony/src/Symfony/Component/Config/Definition/Builder/VariableNodeDefinition.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Builder/VariableNodeDefinition.php	symfony/src/Symfony/Component/Config/Definition/Builder/VariableNodeDefinition.php/33	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/ConfigurationInterface.php	symfony/src/Symfony/Component/Config/Definition/ConfigurationInterface.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Dumper/XmlReferenceDumper.php	symfony/src/Symfony/Component/Config/Definition/Dumper/XmlReferenceDumper.php/266	"
      Renders the string conversion of the value.
     
      @param mixed $value
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/Dumper/XmlReferenceDumper.php	symfony/src/Symfony/Component/Config/Definition/Dumper/XmlReferenceDumper.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Dumper/YamlReferenceDumper.php	symfony/src/Symfony/Component/Config/Definition/Dumper/YamlReferenceDumper.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Dumper/YamlReferenceDumper.php	symfony/src/Symfony/Component/Config/Definition/Dumper/YamlReferenceDumper.php/45	 @var NodeInterface[] $children 	Functional-Inline
EN	php	symfony	src/Symfony/Component/Config/Definition/EnumNode.php	symfony/src/Symfony/Component/Config/Definition/EnumNode.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/EnumNode.php	symfony/src/Symfony/Component/Config/Definition/EnumNode.php/55	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/Exception/DuplicateKeyException.php	symfony/src/Symfony/Component/Config/Definition/Exception/DuplicateKeyException.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Exception/Exception.php	symfony/src/Symfony/Component/Config/Definition/Exception/Exception.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Exception/ForbiddenOverwriteException.php	symfony/src/Symfony/Component/Config/Definition/Exception/ForbiddenOverwriteException.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Exception/InvalidConfigurationException.php	symfony/src/Symfony/Component/Config/Definition/Exception/InvalidConfigurationException.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Exception/InvalidDefinitionException.php	symfony/src/Symfony/Component/Config/Definition/Exception/InvalidDefinitionException.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Exception/InvalidTypeException.php	symfony/src/Symfony/Component/Config/Definition/Exception/InvalidTypeException.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Exception/UnsetKeyException.php	symfony/src/Symfony/Component/Config/Definition/Exception/UnsetKeyException.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/FloatNode.php	symfony/src/Symfony/Component/Config/Definition/FloatNode.php/23	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/FloatNode.php	symfony/src/Symfony/Component/Config/Definition/FloatNode.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/FloatNode.php	symfony/src/Symfony/Component/Config/Definition/FloatNode.php/44	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/IntegerNode.php	symfony/src/Symfony/Component/Config/Definition/IntegerNode.php/23	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/IntegerNode.php	symfony/src/Symfony/Component/Config/Definition/IntegerNode.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/IntegerNode.php	symfony/src/Symfony/Component/Config/Definition/IntegerNode.php/39	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/NodeInterface.php	symfony/src/Symfony/Component/Config/Definition/NodeInterface.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/NodeInterface.php	symfony/src/Symfony/Component/Config/Definition/NodeInterface.php/56	"
      Returns the default value of the node.
     
      @return mixed The default value
     
      @throws \RuntimeException if the node has no default value
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/NodeInterface.php	symfony/src/Symfony/Component/Config/Definition/NodeInterface.php/65	"
      Normalizes a value.
     
      @param mixed $value The value to normalize
     
      @return mixed The normalized value
     
      @throws InvalidTypeException if the value type is invalid
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/NodeInterface.php	symfony/src/Symfony/Component/Config/Definition/NodeInterface.php/76	"
      Merges two values together.
     
      @param mixed $leftSide
      @param mixed $rightSide
     
      @return mixed The merged value
     
      @throws ForbiddenOverwriteException if the configuration path cannot be overwritten
      @throws InvalidTypeException        if the value type is invalid
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/NodeInterface.php	symfony/src/Symfony/Component/Config/Definition/NodeInterface.php/89	"
      Finalizes a value.
     
      @param mixed $value The value to finalize
     
      @return mixed The finalized value
     
      @throws InvalidTypeException          if the value type is invalid
      @throws InvalidConfigurationException if the value is invalid configuration
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/NumericNode.php	symfony/src/Symfony/Component/Config/Definition/NumericNode.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/NumericNode.php	symfony/src/Symfony/Component/Config/Definition/NumericNode.php/33	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/NumericNode.php	symfony/src/Symfony/Component/Config/Definition/NumericNode.php/56	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/Processor.php	symfony/src/Symfony/Component/Config/Definition/Processor.php/23	"
      Processes an array of configurations.
     
      @param array $configs An array of configuration items to process
     
      @return array The processed configuration
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/Processor.php	symfony/src/Symfony/Component/Config/Definition/Processor.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/Processor.php	symfony/src/Symfony/Component/Config/Definition/Processor.php/41	"
      Processes an array of configurations.
     
      @param array $configs An array of configuration items to process
     
      @return array The processed configuration
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/PrototypedArrayNode.php	symfony/src/Symfony/Component/Config/Definition/PrototypedArrayNode.php/102	"
      Adds default children when none are set.
     
      @param int|string|array|null $children The number of children|The child name|The children names to be added
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/PrototypedArrayNode.php	symfony/src/Symfony/Component/Config/Definition/PrototypedArrayNode.php/155	"
      Disable adding concrete children for prototyped nodes.
     
      @throws Exception
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/PrototypedArrayNode.php	symfony/src/Symfony/Component/Config/Definition/PrototypedArrayNode.php/165	"
      Finalizes the value of this node.
     
      @param mixed $value
     
      @return mixed The finalized value
     
      @throws UnsetKeyException
      @throws InvalidConfigurationException if the node doesn't have enough children
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/PrototypedArrayNode.php	symfony/src/Symfony/Component/Config/Definition/PrototypedArrayNode.php/200	"
      Normalizes the value.
     
      @param mixed $value The value to normalize
     
      @return mixed The normalized value
     
      @throws InvalidConfigurationException
      @throws DuplicateKeyException
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/PrototypedArrayNode.php	symfony/src/Symfony/Component/Config/Definition/PrototypedArrayNode.php/270	"
      Merges values together.
     
      @param mixed $leftSide  The left side to merge
      @param mixed $rightSide The right side to merge
     
      @return mixed The merged values
     
      @throws InvalidConfigurationException
      @throws \RuntimeException
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/PrototypedArrayNode.php	symfony/src/Symfony/Component/Config/Definition/PrototypedArrayNode.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/PrototypedArrayNode.php	symfony/src/Symfony/Component/Config/Definition/PrototypedArrayNode.php/32	"
      @var NodeInterface[] An array of the prototypes of the simplified value children
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Config/Definition/PrototypedArrayNode.php	symfony/src/Symfony/Component/Config/Definition/PrototypedArrayNode.php/94	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/PrototypeNodeInterface.php	symfony/src/Symfony/Component/Config/Definition/PrototypeNodeInterface.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/ScalarNode.php	symfony/src/Symfony/Component/Config/Definition/ScalarNode.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/ScalarNode.php	symfony/src/Symfony/Component/Config/Definition/ScalarNode.php/30	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/ScalarNode.php	symfony/src/Symfony/Component/Config/Definition/ScalarNode.php/46	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/ScalarNode.php	symfony/src/Symfony/Component/Config/Definition/ScalarNode.php/60	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/VariableNode.php	symfony/src/Symfony/Component/Config/Definition/VariableNode.php/109	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/VariableNode.php	symfony/src/Symfony/Component/Config/Definition/VariableNode.php/117	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/VariableNode.php	symfony/src/Symfony/Component/Config/Definition/VariableNode.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Definition/VariableNode.php	symfony/src/Symfony/Component/Config/Definition/VariableNode.php/36	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/VariableNode.php	symfony/src/Symfony/Component/Config/Definition/VariableNode.php/44	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/VariableNode.php	symfony/src/Symfony/Component/Config/Definition/VariableNode.php/54	"
      Sets if this node is allowed to have an empty value.
     
      @param bool $boolean True if this entity will accept empty values
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Definition/VariableNode.php	symfony/src/Symfony/Component/Config/Definition/VariableNode.php/64	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/VariableNode.php	symfony/src/Symfony/Component/Config/Definition/VariableNode.php/72	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Definition/VariableNode.php	symfony/src/Symfony/Component/Config/Definition/VariableNode.php/79	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Exception/FileLoaderImportCircularReferenceException.php	symfony/src/Symfony/Component/Config/Exception/FileLoaderImportCircularReferenceException.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Exception/FileLocatorFileNotFoundException.php	symfony/src/Symfony/Component/Config/Exception/FileLocatorFileNotFoundException.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Exception/LoaderLoadException.php	symfony/src/Symfony/Component/Config/Exception/LoaderLoadException.php/21	"
      @param string     $resource       The resource that could not be imported
      @param string     $sourceResource The original resource importing the new resource
      @param int        $code           The error code
      @param \Throwable $previous       A previous exception
      @param string     $type           The type of resource
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Exception/LoaderLoadException.php	symfony/src/Symfony/Component/Config/Exception/LoaderLoadException.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/FileLocator.php	symfony/src/Symfony/Component/Config/FileLocator.php/25	"
      @param string|string[] $paths A path or an array of paths where to look for resources
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/FileLocator.php	symfony/src/Symfony/Component/Config/FileLocator.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/FileLocator.php	symfony/src/Symfony/Component/Config/FileLocator.php/33	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/FileLocatorInterface.php	symfony/src/Symfony/Component/Config/FileLocatorInterface.php/16	"
  @author Fabien Potencier <fabien@symfony.com>
 "	General
EN	php	symfony	src/Symfony/Component/Config/FileLocatorInterface.php	symfony/src/Symfony/Component/Config/FileLocatorInterface.php/21	"
      Returns a full path for a given file name.
     
      @param string      $name        The file name to locate
      @param string|null $currentPath The current path
      @param bool        $first       Whether to return the first occurrence or an array of filenames
     
      @return string|array The full path to the file or an array of file paths
     
      @throws \InvalidArgumentException        If $name is empty
      @throws FileLocatorFileNotFoundException If a file is not found
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/FileLocatorInterface.php	symfony/src/Symfony/Component/Config/FileLocatorInterface.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Loader/DelegatingLoader.php	symfony/src/Symfony/Component/Config/Loader/DelegatingLoader.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Loader/DelegatingLoader.php	symfony/src/Symfony/Component/Config/Loader/DelegatingLoader.php/31	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Loader/DelegatingLoader.php	symfony/src/Symfony/Component/Config/Loader/DelegatingLoader.php/43	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Loader/FileLoader.php	symfony/src/Symfony/Component/Config/Loader/FileLoader.php/100	"
      @internal
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Loader/FileLoader.php	symfony/src/Symfony/Component/Config/Loader/FileLoader.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Loader/FileLoader.php	symfony/src/Symfony/Component/Config/Loader/FileLoader.php/57	"
      Imports a resource.
     
      @param mixed                $resource       A Resource
      @param string|null          $type           The resource type or null if unknown
      @param bool                 $ignoreErrors   Whether to ignore import errors or not
      @param string|null          $sourceResource The original resource importing the new resource
      @param string|string[]|null $exclude        Glob patterns to exclude from the import
     
      @return mixed
     
      @throws LoaderLoadException
      @throws FileLoaderImportCircularReferenceException
      @throws FileLocatorFileNotFoundException
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Loader/GlobFileLoader.php	symfony/src/Symfony/Component/Config/Loader/GlobFileLoader.php/21	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Loader/GlobFileLoader.php	symfony/src/Symfony/Component/Config/Loader/GlobFileLoader.php/29	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Loader/GlobFileLoader.php	symfony/src/Symfony/Component/Config/Loader/GlobFileLoader.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Loader/Loader.php	symfony/src/Symfony/Component/Config/Loader/Loader.php/25	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Loader/Loader.php	symfony/src/Symfony/Component/Config/Loader/Loader.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Loader/Loader.php	symfony/src/Symfony/Component/Config/Loader/Loader.php/33	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Loader/Loader.php	symfony/src/Symfony/Component/Config/Loader/Loader.php/41	"
      Imports a resource.
     
      @param mixed       $resource A resource
      @param string|null $type     The resource type or null if unknown
     
      @return mixed
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Loader/Loader.php	symfony/src/Symfony/Component/Config/Loader/Loader.php/54	"
      Finds a loader able to load an imported resource.
     
      @param mixed       $resource A resource
      @param string|null $type     The resource type or null if unknown
     
      @return $this|LoaderInterface
     
      @throws LoaderLoadException If no loader is found
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Loader/LoaderInterface.php	symfony/src/Symfony/Component/Config/Loader/LoaderInterface.php/21	"
      Loads a resource.
     
      @param mixed $resource The resource
     
      @throws \Exception If something went wrong
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Loader/LoaderInterface.php	symfony/src/Symfony/Component/Config/Loader/LoaderInterface.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Loader/LoaderInterface.php	symfony/src/Symfony/Component/Config/Loader/LoaderInterface.php/30	"
      Returns whether this class supports the given resource.
     
      @param mixed $resource A resource
     
      @return bool True if this class supports the given resource, false otherwise
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Loader/LoaderResolver.php	symfony/src/Symfony/Component/Config/Loader/LoaderResolver.php/24	"
      @var LoaderInterface[] An array of LoaderInterface objects
     "	Functional-Inline
EN	php	symfony	src/Symfony/Component/Config/Loader/LoaderResolver.php	symfony/src/Symfony/Component/Config/Loader/LoaderResolver.php/29	"
      @param LoaderInterface[] $loaders An array of loaders
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Loader/LoaderResolver.php	symfony/src/Symfony/Component/Config/Loader/LoaderResolver.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Loader/LoaderResolver.php	symfony/src/Symfony/Component/Config/Loader/LoaderResolver.php/39	"
      {@inheritdoc}
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Loader/LoaderResolverInterface.php	symfony/src/Symfony/Component/Config/Loader/LoaderResolverInterface.php/21	"
      Returns a loader able to load the resource.
     
      @param mixed       $resource A resource
      @param string|null $type     The resource type or null if unknown
     
      @return LoaderInterface|false The loader or false if none is able to load the resource
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Loader/LoaderResolverInterface.php	symfony/src/Symfony/Component/Config/Loader/LoaderResolverInterface.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Resource/ClassExistenceResource.php	symfony/src/Symfony/Component/Config/Resource/ClassExistenceResource.php/114	"
      @internal
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Resource/ClassExistenceResource.php	symfony/src/Symfony/Component/Config/Resource/ClassExistenceResource.php/126	"
      @internal
     "	IDE
EN	php	symfony	src/Symfony/Component/Config/Resource/ClassExistenceResource.php	symfony/src/Symfony/Component/Config/Resource/ClassExistenceResource.php/3	"
  This file is part of the Symfony package.
 
  (c) Fabien Potencier <fabien@symfony.com>
 
  For the full copyright and license information, please view the LICENSE
  file that was distributed with this source code.
 "	General
EN	php	symfony	src/Symfony/Component/Config/Resource/ClassExistenceResource.php	symfony/src/Symfony/Component/Config/Resource/ClassExistenceResource.php/33	"
      @param string    $resource The fully-qualified class name
      @param bool|null $exists   Boolean when the existency check has already been done
     "	Functional-Method
EN	php	symfony	src/Symfony/Component/Config/Resource/ClassExistenceResource.php	symfony/src/Symfony/Component/Config/Resource/ClassExistenceResource.php/45	"
      {@inheritdoc}
     "	IDE
